aX,aY,aZ,gX,gY,gZ
1.215,-0.775,2.472,85.999,80.750,57.190
0.578,-0.463,2.481,73.547,31.982,77.637
0.460,-0.645,2.252,66.650,6.592,92.346
0.221,-0.823,1.894,66.772,8.728,61.890
0.244,-0.744,1.775,75.867,63.110,34.546
0.337,-0.845,2.103,80.505,62.805,32.043
0.263,-0.847,2.266,68.115,37.476,39.734
0.310,-1.016,2.349,56.152,41.870,40.588
0.357,-0.972,2.534,46.509,44.861,30.945
0.449,-1.062,2.751,35.034,26.733,36.011
0.493,-1.168,2.900,19.165,4.089,41.748
0.411,-1.270,2.933,3.784,-16.235,36.926
0.318,-1.318,2.821,-7.141,-39.124,23.193
0.218,-1.342,2.637,-12.573,-61.707,8.301
0.140,-1.360,2.459,-14.465,-77.026,-6.592
0.146,-1.374,2.328,-19.958,-84.412,-20.447
0.056,-1.342,2.104,-32.104,-89.417,-28.687
-0.023,-1.389,1.976,-44.189,-84.106,-40.955
-0.114,-1.466,1.834,-55.542,-78.247,-52.429
-0.114,-1.514,1.744,-66.895,-59.998,-65.002
-0.119,-1.548,1.749,-78.735,-41.992,-77.087
-0.097,-1.580,1.765,-83.252,-36.987,-91.431
-0.068,-1.583,1.716,-77.332,-48.462,-111.389
-0.069,-1.539,1.661,-63.477,-75.623,-133.423
-0.037,-1.607,1.586,-47.668,-104.675,-154.480
-0.010,-1.638,1.486,-39.978,-125.305,-174.500
0.003,-1.600,1.414,-37.231,-137.695,-194.275
0.065,-1.562,1.319,-34.790,-143.494,-209.167
0.122,-1.464,1.170,-33.936,-144.714,-218.262
0.163,-1.326,1.007,-37.720,-139.099,-220.154
0.186,-1.161,0.787,-44.861,-125.000,-216.919
0.164,-1.065,0.645,-46.875,-106.445,-208.923
0.142,-1.148,0.614,-43.762,-82.703,-201.233
0.188,-1.148,0.524,-45.593,-60.425,-204.407
0.187,-1.042,0.474,-50.415,-44.434,-214.600
0.196,-0.939,0.388,-50.293,-33.386,-225.708
0.312,-0.777,0.292,-40.283,-29.236,-239.197
0.501,-0.565,0.297,-20.325,-35.217,-244.385
0.601,-0.352,0.305,-1.709,-42.480,-234.680
0.717,-0.230,0.256,5.859,-45.044,-213.196
0.768,-0.043,0.159,3.601,-43.213,-181.213
0.839,0.111,0.188,0.488,-33.630,-144.775
0.900,0.139,0.075,-4.517,-20.813,-108.948
0.838,0.119,-0.055,-13.123,-6.714,-81.665
0.638,0.012,-0.122,-22.278,11.780,-64.880
0.500,-0.035,-0.357,-39.368,31.006,-60.425
0.620,0.051,-0.513,-50.110,52.734,-65.552
0.713,0.189,-0.402,-44.678,76.294,-72.144
0.939,0.364,-0.327,-38.025,100.403,-81.482
1.166,0.515,-0.124,-33.142,116.333,-86.487
1.301,0.658,0.040,-30.640,120.972,-81.421
1.405,0.764,0.229,-33.081,116.943,-76.843
1.500,0.818,0.407,-29.785,107.727,-73.425
1.440,0.897,0.601,-24.841,91.248,-68.665
1.286,0.996,0.707,-24.902,70.435,-66.711
1.125,1.064,0.667,-27.588,48.889,-68.542
0.977,1.165,0.575,-29.358,28.992,-68.359
0.852,1.213,0.508,-31.677,16.052,-60.486
0.792,1.195,0.452,-35.217,13.000,-47.241
0.718,1.175,0.423,-34.607,14.954,-32.410
0.659,1.098,0.458,-26.855,15.869,-18.555
0.592,0.988,0.531,-16.907,16.174,-5.859
0.519,0.829,0.633,-6.653,14.893,3.540
0.491,0.694,0.728,1.465,11.475,11.658
0.373,0.545,0.744,9.338,4.639,17.273
0.231,0.377,0.781,21.118,-5.859,19.104
0.176,0.290,0.757,33.752,-16.052,16.174
0.158,0.215,0.791,46.448,-23.804,13.916
0.142,0.143,0.857,48.523,-23.682,17.639
0.100,0.066,0.906,35.339,-16.052,24.902
0.058,-0.002,0.911,19.775,-5.249,31.250
0.047,-0.044,0.890,5.066,4.028,36.499
0.011,-0.080,0.912,-1.099,8.179,40.100
-0.007,-0.123,0.929,-2.808,10.498,40.161
-0.033,-0.163,0.953,-2.625,11.841,37.170
-0.009,0.108,1.011,-37.048,-51.758,-5.798
-0.016,0.113,0.992,-40.222,-55.969,-5.066
-0.012,0.108,0.955,-42.603,-60.303,-4.211
-0.011,0.108,0.902,-43.823,-64.575,-4.150
-0.019,0.117,0.859,-43.945,-70.007,-5.432
0.006,0.119,0.789,-44.373,-76.172,-6.165
-0.015,0.137,0.652,-45.410,-80.200,-6.714
0.005,0.136,0.475,-42.236,-83.130,-7.507
0.044,0.179,0.333,-35.583,-85.388,-7.690
0.103,0.186,0.224,-30.457,-83.313,-6.775
0.187,0.220,0.066,-30.701,-75.439,-5.432
0.214,0.271,-0.160,-35.706,-65.125,-2.380
0.195,0.347,-0.413,-41.504,-52.979,2.625
0.160,0.454,-0.724,-44.067,-40.283,6.287
0.141,0.576,-1.069,-35.156,-27.527,5.615
0.167,0.655,-1.303,-9.949,-15.991,3.113
0.213,0.667,-1.416,25.391,-0.916,1.526
0.300,0.619,-1.382,59.937,23.132,4.944
0.372,0.513,-1.261,86.975,50.293,10.254
0.455,0.406,-1.118,104.614,72.205,16.418
0.512,0.295,-1.000,116.943,87.769,25.696
0.517,0.161,-0.933,129.944,98.572,33.630
0.573,0.024,-0.818,148.865,106.262,36.865
0.643,-0.087,-0.595,167.969,113.037,39.001
0.671,-0.184,-0.372,177.368,123.352,42.969
0.688,-0.296,-0.119,177.002,138.428,49.622
0.662,-0.444,0.157,172.852,155.640,56.274
0.654,-0.577,0.459,171.082,172.119,59.326
0.710,-0.738,0.900,171.387,185.730,61.279
0.677,-0.877,1.333,169.434,194.397,61.157
0.641,-0.949,1.700,156.799,198.853,58.716
0.681,-0.900,1.919,134.033,200.989,58.350
0.716,-0.819,1.999,113.098,196.899,55.420
0.702,-0.689,1.998,98.206,184.509,49.744
0.738,-0.618,1.996,92.163,173.584,49.011
0.733,-0.578,1.979,90.332,162.781,51.880
0.739,-0.563,2.000,81.177,152.771,57.129
0.670,-0.614,2.048,72.205,147.278,61.096
0.646,-0.640,2.081,69.458,145.935,60.364
1.080,-0.744,2.395,70.984,132.812,55.298
1.031,-0.602,2.794,68.604,73.730,71.350
0.414,-0.761,2.704,76.172,-0.793,78.735
0.379,-1.071,2.495,89.050,-7.629,41.626
0.378,-0.987,2.498,88.623,74.890,22.217
0.312,-1.211,2.723,72.144,102.051,14.038
0.348,-1.230,3.104,35.339,67.261,27.039
0.498,-1.269,3.078,4.639,26.978,44.739
0.334,-1.316,3.041,-7.324,30.823,42.419
0.259,-1.392,3.048,-15.991,4.272,24.719
0.276,-1.425,2.936,-27.405,-13.428,15.320
0.276,-1.398,2.883,-35.278,-30.762,0.366
0.213,-1.419,2.717,-45.044,-58.167,-8.789
0.171,-1.414,2.496,-52.429,-86.609,-25.818
0.031,-1.411,2.273,-51.697,-112.122,-46.509
-0.060,-1.446,2.036,-46.692,-130.371,-66.711
-0.087,-1.494,1.877,-44.983,-130.615,-85.754
-0.138,-1.468,1.731,-49.927,-125.366,-102.173
-0.140,-1.456,1.608,-59.814,-117.493,-116.760
-0.168,-1.497,1.552,-68.054,-110.229,-131.714
-0.175,-1.501,1.503,-70.801,-103.210,-149.048
-0.123,-1.444,1.384,-71.411,-100.586,-167.114
-0.064,-1.375,1.304,-70.251,-98.816,-182.312
0.007,-1.286,1.199,-66.223,-99.854,-196.045
0.085,-1.208,1.091,-56.763,-110.901,-209.290
0.134,-1.131,1.010,-42.664,-127.136,-219.727
0.170,-1.048,0.944,-28.625,-137.390,-224.792
0.220,-0.969,0.840,-22.278,-138.733,-224.609
0.263,-0.979,0.781,-20.569,-129.700,-219.788
0.275,-0.967,0.726,-21.240,-112.732,-217.773
0.309,-0.838,0.678,-25.208,-94.971,-218.628
0.321,-0.807,0.712,-28.564,-79.346,-217.712
0.387,-0.752,0.745,-29.663,-68.542,-218.262
0.469,-0.624,0.713,-34.119,-64.148,-219.177
0.520,-0.479,0.622,-37.415,-64.636,-213.989
0.516,-0.406,0.541,-37.231,-59.570,-203.735
0.480,-0.306,0.385,-38.025,-52.002,-194.458
0.456,-0.229,0.269,-34.668,-47.852,-184.998
0.513,-0.156,0.187,-30.273,-39.795,-176.636
0.697,0.046,0.132,-26.062,-28.259,-168.762
0.816,0.235,0.163,-21.423,-17.700,-149.780
0.847,0.261,0.109,-21.912,-4.883,-122.192
0.838,0.221,-0.012,-25.818,5.432,-96.619
0.756,0.169,-0.135,-26.672,13.123,-79.224
0.736,0.174,-0.230,-23.315,26.672,-74.585
0.799,0.201,-0.211,-15.137,44.983,-80.200
0.914,0.329,-0.103,-3.662,63.049,-87.708
1.070,0.483,0.044,7.141,76.233,-91.736
1.130,0.527,0.250,13.916,83.862,-90.027
1.141,0.556,0.521,14.526,84.717,-90.027
1.176,0.671,0.666,7.446,75.195,-92.712
1.250,0.859,0.665,-1.587,57.556,-92.834
1.174,1.023,0.602,-7.568,37.537,-86.731
1.041,1.087,0.548,-8.850,23.315,-73.914
0.941,1.071,0.512,-6.958,15.015,-59.204
0.859,1.057,0.529,-4.822,10.986,-46.448
0.800,1.052,0.541,-2.502,11.047,-34.302
0.721,0.997,0.562,1.160,12.207,-18.616
0.607,0.877,0.588,4.517,10.742,-1.648
0.482,0.691,0.655,7.690,8.850,12.146
0.325,0.505,0.754,13.672,5.737,18.494
0.228,0.378,0.830,20.508,-1.831,14.648
0.164,0.317,0.790,26.611,-13.855,6.897
0.113,0.262,0.732,29.907,-22.644,5.005
0.043,0.197,0.693,28.870,-20.325,8.606
-0.021,0.132,0.707,24.597,-13.184,14.648
-0.063,0.049,0.750,19.836,-6.165,20.752
-0.086,-0.031,0.822,15.991,0.854,25.513
-0.102,-0.101,0.897,11.719,7.141,26.672
-0.120,-0.113,0.941,7.263,9.888,23.193
-0.102,-0.110,0.947,4.578,9.216,19.531
-0.106,-0.103,0.929,2.197,8.789,17.944
-0.148,-0.125,0.926,0.427,10.071,17.700
-0.177,-0.136,0.927,1.465,11.108,17.578
-0.184,-0.140,0.926,3.540,9.399,16.296
-0.151,-0.122,0.924,5.798,6.226,15.137
-0.089,-0.122,0.918,7.568,4.578,16.724
-0.037,-0.117,0.961,9.338,10.071,17.822
0.011,-0.131,1.033,8.240,9.155,20.203
0.041,-0.151,1.100,6.470,12.207,18.738
0.213,0.027,0.964,-36.011,-31.799,-4.150
0.218,0.031,0.922,-38.513,-36.987,-3.784
0.218,0.034,0.884,-39.978,-43.457,-3.357
0.213,0.016,0.865,-41.016,-51.514,-2.869
0.213,-0.003,0.842,-43.213,-62.012,-2.869
0.235,-0.028,0.817,-45.837,-74.951,-4.028
0.259,-0.025,0.770,-47.119,-92.285,-5.615
0.283,0.004,0.685,-47.913,-110.474,-7.996
0.305,0.042,0.548,-48.828,-127.563,-9.155
0.335,0.103,0.410,-50.903,-138.062,-7.812
0.321,0.137,0.296,-56.152,-141.663,-3.296
0.348,0.165,0.131,-65.125,-142.029,6.531
0.359,0.188,-0.059,-77.759,-139.771,20.142
0.316,0.229,-0.248,-88.379,-130.981,33.081
0.338,0.253,-0.547,-96.741,-120.850,43.823
0.256,0.329,-0.889,-97.229,-109.131,50.598
0.113,0.401,-1.224,-81.360,-93.018,56.946
0.066,0.421,-1.512,-42.358,-67.383,55.542
0.055,0.413,-1.671,12.756,-34.607,44.556
0.114,0.371,-1.639,74.219,1.770,28.320
0.280,0.306,-1.487,132.141,39.490,12.878
0.431,0.235,-1.280,178.528,71.777,1.831
0.636,0.181,-1.013,209.351,97.839,-1.099
0.785,0.099,-0.684,223.450,115.784,10.193
0.956,-0.075,-0.312,224.365,126.892,35.034
1.002,-0.220,0.008,212.524,134.644,64.392
0.919,-0.437,0.376,196.411,146.606,90.088
0.815,-0.665,0.681,179.687,160.522,108.398
0.669,-0.826,0.986,166.809,172.058,113.159
0.500,-0.928,1.304,161.438,176.025,106.567
0.427,-0.918,1.494,159.302,171.387,94.543
0.361,-0.893,1.663,159.973,158.203,82.458
0.309,-0.965,1.922,163.086,146.973,74.646
0.266,-0.987,2.138,157.532,141.663,72.205
0.302,-0.975,2.330,139.160,140.930,72.327
0.288,-1.001,2.581,118.347,145.325,74.585
0.226,-0.977,2.705,93.384,137.817,78.247
0.337,-0.958,2.674,68.909,128.967,78.247
0.315,-0.574,3.061,52.612,91.064,84.412
0.278,-0.819,3.014,44.067,-20.630,112.488
0.075,-1.286,2.297,57.556,-34.302,55.237
0.070,-0.905,2.313,67.993,74.463,18.982
0.004,-1.015,2.488,64.758,87.158,12.329
0.193,-1.015,2.762,39.795,58.533,16.235
0.237,-1.034,2.863,18.127,38.818,34.241
0.232,-1.107,2.846,0.793,39.063,33.813
0.168,-1.152,2.910,-15.198,27.954,32.104
0.178,-1.282,2.894,-30.212,5.432,35.706
0.164,-1.366,2.833,-41.748,-7.568,28.137
0.063,-1.365,2.711,-49.622,-23.315,16.174
0.059,-1.382,2.495,-55.054,-47.180,-0.977
0.005,-1.356,2.337,-53.162,-73.181,-18.433
-0.014,-1.381,2.162,-50.171,-90.820,-29.541
-0.088,-1.446,2.081,-48.462,-98.145,-48.828
-0.148,-1.486,1.961,-49.683,-102.234,-70.190
-0.142,-1.507,1.958,-54.626,-86.365,-86.304
-0.170,-1.512,1.972,-64.514,-73.853,-97.656
-0.128,-1.545,1.961,-75.317,-70.679,-107.727
-0.086,-1.537,1.954,-80.322,-75.256,-119.568
-0.074,-1.488,1.884,-76.599,-90.271,-134.644
-0.056,-1.456,1.776,-69.702,-113.403,-149.719
-0.067,-1.471,1.694,-63.599,-134.338,-161.438
-0.063,-1.438,1.538,-61.157,-147.644,-174.622
-0.062,-1.372,1.400,-58.777,-152.466,-187.073
-0.050,-1.302,1.237,-57.983,-153.198,-198.425
-0.066,-1.227,1.088,-53.406,-150.330,-208.374
-0.055,-1.140,0.906,-42.542,-145.813,-218.567
-0.044,-1.045,0.790,-30.334,-136.963,-226.807
-0.019,-1.002,0.693,-21.545,-123.047,-232.910
0.046,-0.987,0.583,-19.409,-108.704,-239.868
0.153,-0.846,0.492,-24.048,-91.125,-247.742
0.315,-0.595,0.375,-29.541,-71.350,-254.089
0.477,-0.340,0.286,-32.654,-57.129,-246.521
0.606,-0.148,0.183,-37.292,-48.035,-224.854
0.705,-0.031,0.106,-44.617,-43.823,-196.106
0.764,0.084,-0.095,-51.270,-44.373,-165.039
0.768,0.187,-0.443,-45.471,-50.842,-139.038
0.744,0.249,-0.635,-20.874,-48.401,-117.920
0.821,0.286,-0.700,6.653,-26.733,-109.070
0.803,0.319,-0.666,33.081,1.953,-107.117
0.948,0.372,-0.607,52.917,29.236,-100.586
1.145,0.401,-0.428,63.232,62.439,-101.379
1.320,0.551,-0.236,59.448,95.337,-104.675
1.507,0.714,0.055,48.035,116.943,-101.074
1.546,0.883,0.276,37.415,120.911,-88.318
1.516,0.980,0.398,26.611,111.389,-67.322
1.325,0.952,0.482,15.137,94.910,-42.358
1.137,0.833,0.463,3.235,82.458,-23.193
0.954,0.733,0.476,-0.061,72.754,-15.869
0.795,0.692,0.499,4.272,63.171,-20.203
0.676,0.680,0.520,11.963,50.720,-29.297
0.601,0.676,0.530,19.165,37.903,-35.828
0.566,0.692,0.571,24.597,27.039,-35.522
0.529,0.681,0.604,25.757,20.569,-28.564
0.477,0.597,0.653,23.682,18.433,-16.235
0.405,0.491,0.687,19.958,18.494,-4.272
0.326,0.400,0.747,16.907,18.188,4.700
0.253,0.304,0.800,13.855,16.418,12.390
0.174,0.176,0.848,10.925,13.245,19.470
0.088,0.046,0.865,8.484,9.094,23.010
0.015,-0.034,0.866,10.864,1.953,18.921
-0.021,-0.065,0.871,18.982,-6.226,9.399
-0.005,-0.055,0.879,27.283,-13.367,0.488
0.043,-0.034,0.903,30.273,-13.672,-2.808
0.060,-0.054,0.956,25.757,-6.775,1.099
0.045,-0.107,1.018,16.907,2.869,8.850
0.030,-0.167,1.080,7.812,11.780,15.015
0.011,-0.189,1.109,-0.916,19.104,18.311
0.011,-0.207,1.128,-7.141,19.531,18.188
-0.020,-0.206,1.135,-11.597,16.724,17.029
-0.036,-0.197,1.099,-14.587,14.648,16.052
-0.051,-0.178,1.069,-15.686,11.047,13.794
-0.064,-0.177,1.032,-16.479,13.184,10.620
-0.062,-0.168,1.001,-15.259,10.254,7.263
-0.026,-0.119,0.971,-12.939,7.080,5.005
-0.001,-0.105,0.975,-10.559,6.104,6.348
0.012,-0.114,0.969,-8.850,10.681,6.348
0.003,-0.106,1.049,-9.521,7.263,9.277
0.017,-0.123,1.064,-9.155,5.920,7.568
0.085,-0.005,0.943,-23.865,-2.441,-17.029
0.101,0.005,0.938,-29.358,-3.723,-19.165
0.106,0.029,0.913,-35.583,-3.296,-19.714
0.137,0.031,0.872,-40.344,-3.296,-20.935
0.158,0.065,0.835,-44.250,-6.836,-22.095
0.166,0.085,0.803,-46.875,-6.287,-20.264
0.174,0.101,0.778,-49.500,-7.141,-17.395
0.202,0.072,0.745,-53.345,-11.597,-16.602
0.213,0.053,0.720,-58.655,-17.273,-15.930
0.257,0.042,0.687,-65.613,-21.729,-12.695
0.281,0.059,0.629,-75.623,-29.602,-9.338
0.293,0.052,0.510,-86.914,-40.344,-5.554
0.339,0.055,0.373,-99.121,-47.241,-2.991
0.345,0.129,0.181,-104.004,-52.490,-3.052
0.350,0.250,0.019,-98.328,-59.692,-3.052
0.346,0.332,-0.135,-85.938,-67.017,-2.625
0.362,0.389,-0.316,-68.604,-71.594,-1.648
0.369,0.426,-0.465,-46.387,-75.378,-0.061
0.370,0.442,-0.608,-22.949,-76.721,2.258
0.378,0.435,-0.716,-1.953,-66.406,8.362
0.348,0.407,-0.767,18.188,-46.570,17.212
0.346,0.403,-0.834,34.241,-23.437,24.536
0.348,0.411,-0.873,51.025,0.183,31.006
0.374,0.400,-0.813,73.608,22.217,38.147
0.407,0.303,-0.693,100.098,34.973,46.448
0.429,0.146,-0.596,122.681,41.626,54.688
0.484,0.006,-0.501,140.625,49.194,60.608
0.517,-0.088,-0.342,157.104,57.922,63.782
0.528,-0.132,-0.179,169.067,67.444,69.641
0.534,-0.219,0.020,177.490,78.674,76.660
0.527,-0.367,0.248,185.852,87.036,83.679
0.553,-0.479,0.476,191.528,94.971,88.867
0.531,-0.601,0.778,195.374,107.605,93.262
0.514,-0.732,1.131,195.190,121.582,96.802
0.504,-0.810,1.453,187.012,135.315,97.168
0.515,-0.832,1.720,174.194,143.921,95.947
0.521,-0.826,1.974,164.246,143.799,92.346
0.499,-0.839,2.238,160.889,134.827,87.219
0.512,-0.873,2.482,156.616,115.784,82.886
0.461,-0.975,2.743,150.085,95.825,84.045
0.498,-1.018,2.886,134.766,89.172,86.182
0.372,-0.766,3.134,108.948,67.200,95.093
0.268,-1.159,3.149,90.942,26.978,118.408
0.054,-1.309,2.884,85.144,19.653,67.566
-0.012,-1.087,2.762,78.918,51.636,39.429
-0.042,-1.037,2.924,69.702,16.968,47.546
0.020,-1.250,2.902,58.838,-0.671,47.302
-0.074,-1.296,2.937,41.626,8.667,40.100
-0.099,-1.291,2.875,20.264,0.244,34.790
-0.119,-1.344,2.856,5.005,-10.559,33.325
-0.163,-1.443,2.805,-10.437,-17.944,26.245
-0.224,-1.444,2.661,-30.457,-24.841,15.198
-0.204,-1.418,2.522,-48.096,-32.166,2.258
-0.198,-1.459,2.368,-57.129,-52.917,-9.644
-0.227,-1.423,2.193,-57.434,-74.646,-32.166
-0.262,-1.407,2.015,-50.171,-99.426,-59.448
-0.197,-1.395,1.856,-42.542,-108.643,-82.520
-0.222,-1.355,1.795,-40.527,-108.582,-97.351
-0.199,-1.331,1.644,-47.913,-104.858,-105.530
-0.189,-1.307,1.531,-55.725,-97.534,-111.938
-0.189,-1.293,1.462,-62.012,-84.717,-117.798
-0.166,-1.375,1.458,-69.458,-72.327,-123.718
-0.137,-1.428,1.489,-78.308,-59.692,-134.644
-0.086,-1.318,1.419,-80.627,-64.392,-154.053
0.012,-1.200,1.293,-72.754,-87.341,-173.645
0.047,-1.152,1.224,-57.129,-110.291,-188.477
0.070,-1.110,1.117,-42.419,-126.953,-199.463
0.083,-1.030,0.995,-31.433,-138.794,-207.458
0.090,-0.951,0.867,-24.719,-140.442,-210.632
0.092,-0.901,0.778,-18.188,-132.935,-210.632
0.113,-0.886,0.763,-13.550,-116.577,-209.045
0.155,-0.894,0.751,-14.587,-104.858,-206.543
0.190,-0.872,0.694,-24.109,-93.262,-204.407
0.179,-0.893,0.635,-34.790,-77.087,-205.750
0.184,-0.788,0.484,-44.373,-62.134,-215.088
0.179,-0.658,0.418,-45.166,-55.603,-228.882
0.274,-0.497,0.305,-44.800,-51.270,-237.915
0.381,-0.380,0.242,-38.269,-46.753,-241.333
0.498,-0.240,0.172,-31.494,-47.424,-237.061
0.598,-0.111,0.063,-31.677,-43.030,-226.318
0.678,0.029,-0.056,-36.560,-29.541,-208.862
0.719,0.155,-0.159,-41.565,-14.954,-183.533
0.741,0.188,-0.263,-45.776,-0.610,-157.715
0.787,0.212,-0.326,-44.739,11.719,-135.437
0.916,0.229,-0.374,-37.659,28.809,-122.620
1.000,0.348,-0.361,-24.353,42.969,-124.023
1.143,0.524,-0.294,-2.930,51.208,-130.676
1.298,0.706,-0.186,24.841,54.688,-129.944
1.405,0.848,-0.062,51.880,55.359,-121.094
1.431,0.903,0.134,74.341,59.204,-104.614
1.395,0.871,0.391,86.365,58.228,-82.764
1.383,0.836,0.614,80.322,60.059,-62.439
1.259,0.854,0.768,61.951,62.012,-47.424
1.108,0.875,0.808,41.748,56.213,-33.813
0.979,0.852,0.769,26.978,47.607,-18.860
0.858,0.808,0.759,21.973,37.231,-5.188
0.721,0.719,0.815,22.949,29.053,6.531
0.627,0.611,0.840,21.301,23.987,16.907
0.591,0.556,0.825,18.372,22.156,24.353
0.489,0.487,0.860,15.625,20.264,28.809
0.374,0.405,0.905,9.644,19.348,33.386
0.283,0.304,0.947,1.953,22.644,38.940
0.203,0.137,1.005,-4.883,19.714,40.344
0.109,0.046,1.019,-12.390,13.916,33.386
0.052,0.001,1.012,-15.930,6.348,23.499
-0.022,-0.018,1.002,-17.517,2.197,17.883
-0.092,-0.053,0.990,-13.184,-3.540,10.986
-0.118,-0.061,0.968,-4.883,-10.742,5.249
-0.138,-0.070,0.966,2.075,-13.062,2.441
-0.175,-0.067,0.953,3.418,-13.916,3.235
-0.155,-0.067,0.947,-2.014,-3.418,7.568
-0.167,-0.078,0.943,-5.981,6.653,12.695
-0.180,-0.090,0.942,-6.958,11.169,17.212
-0.212,-0.101,0.936,-6.775,14.893,20.203
-0.205,-0.099,0.953,-7.080,20.386,21.545
-0.162,-0.141,0.955,-7.080,21.545,22.339
-0.202,-0.131,0.988,-5.188,23.315,18.127
-0.165,-0.140,0.999,-2.136,17.395,14.221
-0.141,-0.111,0.986,3.296,15.320,6.775
0.088,0.096,0.915,-11.353,-16.357,-4.333
0.092,0.087,0.913,-10.498,-14.465,-4.883
0.093,0.097,0.903,-11.108,-14.771,-5.371
0.093,0.121,0.878,-12.756,-16.663,-5.615
0.093,0.130,0.850,-14.771,-14.343,-4.456
0.094,0.135,0.820,-16.113,-13.306,-3.052
0.085,0.128,0.818,-17.334,-7.996,-1.221
0.092,0.110,0.833,-17.395,-7.629,0.366
0.102,0.108,0.842,-17.395,-10.681,0.488
0.104,0.117,0.827,-19.104,-13.428,-0.305
0.115,0.128,0.781,-21.179,-15.869,-0.732
0.125,0.141,0.735,-22.339,-17.334,-0.427
0.124,0.159,0.702,-23.376,-18.494,0.061
0.139,0.156,0.674,-23.804,-23.682,0.427
0.162,0.152,0.633,-23.743,-31.189,0.061
0.197,0.150,0.568,-22.522,-42.847,-0.427
0.245,0.149,0.482,-21.240,-57.068,-0.793
0.304,0.158,0.376,-22.034,-69.763,0.549
0.388,0.165,0.246,-25.757,-79.468,4.089
0.441,0.155,0.118,-28.992,-90.698,7.935
0.436,0.192,-0.036,-32.532,-102.478,10.803
0.506,0.173,-0.212,-36.682,-116.455,14.221
0.510,0.198,-0.438,-39.978,-125.305,20.020
0.527,0.243,-0.703,-40.710,-126.953,27.710
0.650,0.278,-1.044,-35.706,-124.756,38.391
0.632,0.362,-1.540,-21.667,-114.441,50.476
0.503,0.495,-1.996,9.766,-89.233,55.725
0.387,0.501,-2.192,67.322,-37.476,55.847
0.421,0.375,-2.137,134.460,29.663,47.974
0.545,0.134,-1.826,191.162,93.994,41.992
0.753,-0.181,-1.299,224.060,150.757,42.664
0.901,-0.389,-0.761,224.609,197.327,46.692
1.083,-0.454,-0.198,207.214,229.614,48.584
1.086,-0.463,0.344,191.223,239.868,53.955
1.060,-0.579,0.947,188.232,226.562,64.087
1.007,-0.767,1.556,195.801,190.796,75.928
0.915,-0.862,2.020,195.801,152.832,83.313
0.772,-0.840,2.299,183.167,124.756,86.121
0.635,-0.820,2.396,164.795,108.826,90.027
0.515,-0.906,2.614,144.836,104.736,98.206
0.374,-1.046,2.869,128.723,109.741,101.563
0.264,-1.055,3.077,111.938,120.667,94.360
0.143,-0.991,3.195,91.370,120.361,86.487
0.115,-0.952,3.160,75.256,109.375,84.839
0.637,-0.874,3.225,61.951,86.853,84.412
-0.048,-0.621,3.182,38.574,26.428,109.863
-0.172,-1.112,2.672,38.330,-21.118,103.577
-0.291,-1.012,2.378,47.424,2.136,60.242
-0.328,-0.961,2.302,41.931,37.109,57.739
-0.237,-1.113,2.587,25.818,25.452,54.260
-0.230,-1.179,2.737,15.137,24.963,58.044
-0.282,-1.303,2.706,5.737,16.296,46.936
-0.310,-1.357,2.745,-0.793,5.615,32.654
-0.254,-1.412,2.816,-10.132,-7.202,20.630
-0.217,-1.451,2.859,-19.104,-25.757,10.010
-0.193,-1.460,2.784,-26.489,-46.021,-2.991
-0.198,-1.431,2.589,-31.189,-71.106,-18.250
-0.250,-1.404,2.311,-34.119,-90.515,-32.532
-0.288,-1.361,2.128,-34.302,-99.731,-44.250
-0.231,-1.436,1.949,-35.828,-104.187,-52.734
-0.306,-1.438,1.807,-38.940,-96.313,-70.435
-0.309,-1.372,1.668,-44.800,-83.618,-88.135
-0.290,-1.337,1.609,-52.490,-67.810,-101.257
-0.269,-1.350,1.627,-60.486,-52.551,-112.488
-0.229,-1.322,1.627,-65.552,-46.997,-125.549
-0.115,-1.213,1.520,-63.538,-57.922,-140.564
-0.121,-1.088,1.391,-52.307,-80.444,-153.198
-0.055,-1.025,1.304,-39.734,-100.586,-159.180
-0.035,-0.984,1.239,-29.419,-111.633,-161.316
-0.037,-1.082,1.236,-19.592,-119.934,-161.255
-0.104,-1.223,1.213,-13.672,-127.869,-166.077
-0.059,-1.193,1.098,-11.536,-133.972,-181.213
-0.042,-1.101,1.019,-8.545,-134.583,-197.327
-0.026,-1.163,0.965,-4.883,-123.169,-207.947
-0.011,-1.169,0.890,-7.202,-103.455,-222.351
0.060,-0.946,0.792,-13.611,-80.688,-236.877
0.206,-0.699,0.686,-20.447,-57.739,-237.976
0.317,-0.492,0.533,-30.945,-35.645,-225.098
0.323,-0.432,0.436,-42.480,-25.635,-205.627
0.300,-0.317,0.202,-48.340,-16.418,-188.354
0.268,-0.144,-0.070,-47.058,-13.489,-181.152
0.294,-0.075,-0.265,-35.706,-14.832,-181.763
0.350,-0.006,-0.401,-17.456,-7.141,-181.458
0.526,0.110,-0.447,-2.808,7.935,-179.321
0.804,0.326,-0.392,6.470,16.724,-171.387
1.020,0.427,-0.240,9.705,30.396,-147.949
1.034,0.403,-0.117,2.625,52.734,-118.225
0.982,0.402,-0.076,-8.301,63.477,-96.252
0.923,0.381,-0.047,-10.315,71.167,-78.979
0.897,0.391,-0.038,-3.967,77.820,-70.496
0.765,0.374,-0.041,12.207,72.754,-75.134
0.807,0.421,0.006,33.081,60.303,-82.520
